nTasks=80;
nThreads=483;
nCPUs=20;
nCores=45;
rh=[393.43804057892777 367.94810469507786 305.9413487070308 212.3524236142742 452.75324802242164 271.3470484572729 141.0116788655995 102.8267801263067 241.6523519696685 320.63220940753513 368.3046107777367 153.8101804230906 422.58792936128486 120.24012926495197 278.6472278952074 423.3374845965682 344.56190776567377 187.06287714985245 232.2225293174139 165.14632233284334 354.67326955400245 476.0421844383601 451.5369755448836 373.4267913892094 395.1133236800817 488.24188136897465 402.07652053925455 363.15788653044854 251.82629519782634 110.79828146968312 491.89071595121135 366.56048719615853 317.5540504910722 164.32212934642826 284.5368283005055 154.0034132668068 322.76022177638924 134.99438793151734 229.31264160165625 377.214192939428 139.98478052483594 374.17202746170875 149.9017060741929 333.90960590851716 476.7379494460175 248.16604399161903 264.22313809393535 332.6823151394974 373.123339419861 183.56067164757445 159.06352190025487 461.464396925762 270.24170810672126 271.3729226445037 415.18774870340775 322.41671326404287 493.68115057384256 424.5359782622485 300.3447069274248 429.11792042658976 475.8852403428465 474.96976973878776 188.2868332102917 229.98537150298972 215.1833086789122 168.83543499135254 364.12312937077957 203.1939706529667 306.12588747185185 138.90307699418125 164.9306177357292 298.4706293831232 218.71267087330597 316.28433372207047 270.93489912228654 337.2926924223945 320.0962509731313 364.7942851722076 209.49283306981778 490.0816523150438 243.3783287276211 459.43311038747265 452.6396243955837 396.09893586495343 150.48910135541558 275.3645525064085 245.86294608526953 395.90858159523134 177.16847647701815 115.90685463647002 307.2460963096393 446.2640782562869 182.10144635921344 281.7063812992278 117.64593146010989 216.87564421167326 305.4283573129209 409.30972165620193 377.76939169578327 342.4057930503536 291.086532180684 376.47217243302873 247.21521999101918 146.6561942805701 499.06969340816573 128.98477243662433 291.09770860623144 276.3275717694265 482.9879147322894 150.90530780991745 429.8697299041518 147.28112369030887 344.5731614175722 255.60397467110613 229.58045225227642 169.4684308133061 153.18873289396635 242.09906470395413 286.5643021191481 177.3954233463803 243.26870952908664 268.2176205182789 210.90568871818678 222.43127944948182 461.6143965017166 153.9063951513355 284.17588299290617 106.50761512058881 276.12670341374246 444.41943832146563 271.87321066312575 383.86617845005543 429.2807100797358 474.6725477345398 261.4208177858327 393.0657754448066 162.43677078533207 462.70001828788156 154.3925525894245 291.7756042226814 443.657673945143 306.75859299974934 403.63899929671146 177.93377425944507 257.18301440424113 160.4948257311881 253.139525899026 251.7779537103626 462.3160568782238 396.3627034640578 106.0533861039282 491.2110986225267 195.58826857238066 375.1601857786528 386.2694603940925 400.2364796118234 411.3877415768808 336.79593823698445 164.69527617359012 190.87451923192825 312.29840135699783 133.06045944069746 137.8363925629527 464.41625210502804 427.45371312504994 317.6943814800571 395.19570807436713 297.2383196680032 336.1310910448271 129.71232861636892 301.0846674524879 414.4178582763373 342.5782305083388 310.01730347906283 470.4968094919195 362.87599854807786 431.07293181056224 288.3437726432734 440.42870787487294 333.47195629491455 210.374872286695 159.77343048212597 474.7613441740773 198.3563403847306 196.63854998560151 311.94616513734564 247.4380115433128 263.04887579004287 404.85812542326516 453.27766144428745 477.7416118643284 112.4621996687432 138.2899090935742 318.55716212411494 481.91368451317516 344.3966137856601 187.39236530517167 339.90221966036694 408.8112433105058 386.68594085744104 405.00302751476454 102.33953098632851 398.20253503224376 483.5157918943306 222.16041973466434 129.09753929615152 443.76439059930806 349.482954130703 383.6559064282927 224.53840482484821 224.28721615726533 104.56715839408486 458.82257260907767 416.56726877201 316.683352965836 464.24396709337014 315.83582691302456 211.8145465422764 414.33613083370926 207.20650122110442 338.8050890885586 138.5285776658447 401.7847190108029 405.6016898342063 446.73434005623795 278.0343081773392 351.93384599703563 333.05669929231976 428.1851401070245 225.28582713913488 432.2109330709483 409.3929765588367 372.9398292112141 392.1804724605085 325.37593022665834 271.32094754565844 260.2561318819322 377.3590019928426 118.13000063448001 376.5085803842053 499.8206213008035 102.01774911526545 285.01356157545666 453.7408197484451 417.21251251084357 314.78337940841766 489.9372569284882 213.58093094989954 421.68281862422447 296.2098530118093 272.9109408002363 223.48665551152575 230.8408832720767 484.1964355913343 331.6896901832805 370.69029694541297 222.27493050980516 453.4922320596115 359.6327093719695 318.54750468200876 132.40688262572374 232.14919725660383 246.59960314509343 366.57319451377515 146.9159583348307 180.12215776696073 148.95689212801182 324.3667344898979 263.9556322677336 493.9949538776446 406.2863359181942 111.7489148756806 122.88333869923167 225.91153644266012 345.99778012457944 376.15210526793504 490.3072650608427 496.8950184537136 166.65680276753667 432.6633116898256 191.41025605423 386.84927848773674 288.9397077572735 130.68685447783693 336.94688032761803 224.88668983635807 258.06963197742857 302.73037047240837 195.67175546573856 434.81551914194057 292.4214720374832 453.7163762520291 487.86613485700286 292.1475824738548 138.67829540148531 382.0171071075399 311.14143364127983 167.26978544455622 278.74729479250516 354.4968796991666 282.8659795220322 190.71444954880002 233.9794801091077 250.05577727774786 350.59890115995404 392.3971987680075 250.78069786974325 317.15852976732685 157.35452330414427 254.3496144204497 337.67922956301953 159.23759505362568 467.70462095736315 239.58624686344433 343.9162055783523 225.0629975246908 353.4127146697555 163.48701125946747 254.18679451429998 438.09655121597115 287.50405664608866 308.22212765254255 181.08472722377365 202.52521615354797 298.6773321920816 217.39384823478676 450.05292478443437 347.294203871635 157.92977366664482 369.472404327519 149.71385394579988 472.01485489864956 169.86535705164562 348.9345564579478 462.2313767700105 302.63116680932126 418.8424260395365 145.39178181551122 412.0297751096456 201.32624692640695 198.41992846127602 248.93456760578187 200.116202672226 322.57903332406323 156.85777137890895 313.3251630733022 292.0725631557258 458.97845489885253 416.5525715993819 352.4858690174714 112.81908429602083 446.33016750683146 433.6023852793239 307.12830789896236 320.91597116803507 101.78904832431432 320.1796455876491 230.71536065879545 239.36424998403237 364.33444235712847 349.5570914205176 473.7459314914638 208.7746158510075 416.2055582597666 194.6378334973489 188.69290370668347 264.41523019274376 380.1605204927203 481.2551714708945 384.60038984838627 308.8856850467095 114.23447301856524 272.89103333554635 195.50560094471592 306.6042569357061 438.1870402889714 411.41260797936445 370.17209943975325 157.9262946772214 131.82809852085163 324.32518923363887 421.91979231063834 487.3745618187603 243.55755781470498 226.45663135784608 434.1048718933376 168.4779347482027 496.05445990108717 483.87713455816606 397.46672209704974 402.0630261679921 163.52105217955298 449.80226659904713 229.7928344850982 228.17369289523856 281.39470371652556 365.6300051708264 232.94524492650638 218.63557163268123 155.61823397118934 276.0685921781802 466.9254943987932 269.07405855691553 137.43266579188034 345.7036706736819 231.73268829431854 360.7300826028613 200.52859302010938 269.05137374113525 286.1153304093657 190.58344665605364 399.69645938399435 295.06048894992307 411.18382337716247 323.85860572482704 108.27331228173689 137.3547094379702 219.13167072235768 358.65313394770817 459.468686568953 360.768435475718 125.453724334169 160.09174944993148 280.1072037834908 477.3280871863514 230.50614409482435 297.5603612382881 414.22453048516405 248.97516847503186 177.9399262279406 214.6483456647596 328.31555478678797 105.17976136910062 261.7621508891323 234.4804116367299 124.00941396509322 201.4182581137634 190.7131564860053 139.29032434767254 206.871936247142 151.28740739793074 300.32240422096726 374.19777138414867 376.47576477508466 230.10015684419542 265.82092704940646 319.3065933042002 136.86596110523092 185.602089945565 494.11211781076264 462.9526422779793 469.85742795606325 403.4158893169156 330.42911619395136 432.49281172500486 278.0033100204435 310.91231674920743 136.38077873291445 116.37972017540541 495.1103581356906 185.44626078412475 435.5088979798133 462.1977991660599 155.21318535529718 490.5058790775974 202.2324903058795 492.4789572770735 110.51676689446688 176.03942032184324 420.21201549936626 455.54262464185535 315.8952430702661 100.94263296389757 314.55378158240933 483.4887485564889 214.8869877340449 486.5005931612367 490.1420579224685 324.7029686546112 238.63197123919062 417.62118456013445 181.5682037499447 375.88522420690026];
rc=[5889.466355950484 9496.790679905745 6059.831256879105 5484.806417625464 9312.51313147941 5254.497392673545 9387.116868235555 6180.5038000936875 7908.365108061167 9048.33192866291 9300.2821771183 7716.317187840928 7904.857711070286 7979.072594929943 6909.401224257709 6381.815125221972 9272.91801073467 6068.661763887685 9104.662302378825 7369.917091940668];
CK=[
	[1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0]
	[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1]
];
TH=[
	[1 1 1 1 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
	[0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
